"Date","Maximum Temperature degrees (F)","Minimum Temperature degrees (F)","Precipitation (inches)","Snow (inches)","Snow Depth (inches)"
"1886-03-17","42.0","34.0","0.06","0.00","M"
"1886-03-18","40.0","30.0","0.01","0.00","M"
"1886-03-19","37.0","31.0","0.04","T","M"
"1886-03-20","32.0","24.0","0.67","7.00","M"
"1886-03-21","46.0","26.0","0.00","0.00","M"
"1886-03-22","45.0","23.0","0.00","0.00","M"
"1886-03-23","39.0","20.0","0.00","0.00","M"
"1886-03-24","58.0","32.0","0.00","0.00","M"
"1886-03-25","44.0","32.0","0.00","0.00","M"
"1886-03-26","35.0","16.0","0.00","0.00","M"
"1886-03-27","32.0","20.0","0.00","0.00","M"
"1886-03-28","27.0","20.0","0.13","1.60","M"
"1886-03-29","32.0","19.0","0.03","0.30","M"
"1886-03-30","41.0","18.0","0.00","0.00","M"
"1886-03-31","50.0","25.0","0.00","0.00","M"
"1886-04-01","32.0","16.0","0.01","0.10","M"
"1886-04-02","33.0","14.0","0.00","0.00","M"
"1886-04-03","36.0","16.0","0.00","0.00","M"
"1886-04-04","48.0","19.0","T","0.00","M"
"1886-04-05","52.0","25.0","T","0.00","M"
"1886-04-06","54.0","30.0","0.00","0.00","M"
"1886-04-07","56.0","30.0","0.00","0.00","M"
"1886-04-08","62.0","34.0","0.00","0.00","M"
"1886-04-09","58.0","47.0","T","0.00","M"
"1886-04-10","52.0","38.0","T","0.00","M"
"1886-04-11","49.0","36.0","T","0.00","M"
"1886-04-12","58.0","39.0","0.00","0.00","M"
"1886-04-13","62.0","46.0","0.07","0.00","M"
"1886-04-14","74.0","52.0","1.21","0.00","M"
"1886-04-15","70.0","53.0","0.64","0.00","M"
"1886-04-16","62.0","52.0","0.25","0.00","M"
"1886-04-17","71.0","48.0","0.00","0.00","M"
"1886-04-18","73.0","50.0","0.00","0.00","M"
"1886-04-19","77.0","54.0","T","0.00","M"
"1886-04-20","79.0","54.0","0.00","0.00","M"
"1886-04-21","81.0","57.0","0.00","0.00","M"
"1886-04-22","78.0","57.0","T","0.00","M"
"1886-04-23","68.0","38.0","0.14","0.00","M"
"1886-04-24","48.0","34.0","T","0.00","M"
"1886-04-25","58.0","44.0","T","0.00","M"
"1886-04-26","58.0","44.0","0.76","0.00","M"
"1886-04-27","52.0","39.0","0.06","0.00","M"
"1886-04-28","60.0","42.0","0.26","0.00","M"
"1886-04-29","56.0","48.0","0.27","0.00","M"
"1886-04-30","69.0","41.0","0.00","0.00","M"
"1886-05-01","70.0","40.0","0.00","0.00","M"
"1886-05-02","58.0","46.0","T","0.00","M"
"1886-05-03","64.0","37.0","0.07","0.00","M"
"1886-05-04","63.0","44.0","T","0.00","M"
"1886-05-05","67.0","45.0","0.00","0.00","M"
"1886-05-06","61.0","39.0","0.00","0.00","M"
"1886-05-07","73.0","42.0","T","0.00","M"
"1886-05-08","59.0","46.0","0.16","0.00","M"
"1886-05-09","53.0","46.0","0.06","0.00","M"
"1886-05-10","62.0","47.0","0.12","0.00","M"
"1886-05-11","70.0","44.0","0.02","0.00","M"
"1886-05-12","74.0","51.0","0.35","0.00","M"
"1886-05-13","78.0","51.0","0.00","0.00","M"
"1886-05-14","62.0","46.0","0.00","0.00","M"
"1886-05-15","53.0","39.0","0.00","0.00","M"
"1886-05-16","63.0","33.0","T","0.00","M"
"1886-05-17","73.0","45.0","T","0.00","M"
"1886-05-18","75.0","48.0","0.00","0.00","M"
"1886-05-19","81.0","54.0","0.00","0.00","M"
"1886-05-20","78.0","51.0","0.00","0.00","M"
"1886-05-21","83.0","64.0","T","0.00","M"
"1886-05-22","84.0","56.0","0.00","0.00","M"
"1886-05-23","83.0","55.0","0.04","0.00","M"
"1886-05-24","76.0","53.0","0.00","0.00","M"
"1886-05-25","75.0","46.0","0.00","0.00","M"
"1886-05-26","83.0","55.0","0.00","0.00","M"
"1886-05-27","78.0","54.0","0.00","0.00","M"
"1886-05-28","79.0","54.0","0.00","0.00","M"
"1886-05-29","81.0","60.0","0.00","0.00","M"
"1886-05-30","80.0","54.0","0.00","0.00","M"
"1886-05-31","79.0","55.0","T","0.00","M"
"1886-06-01","70.0","55.0","1.14","0.00","M"
"1886-06-02","62.0","51.0","0.00","0.00","M"
"1886-06-03","71.0","43.0","0.00","0.00","M"
"1886-06-04","76.0","51.0","0.04","0.00","M"
"1886-06-05","72.0","49.0","0.00","0.00","M"
"1886-06-06","76.0","49.0","0.00","0.00","M"
"1886-06-07","70.0","46.0","0.00","0.00","M"
"1886-06-08","74.0","56.0","0.03","0.00","M"
"1886-06-09","83.0","60.0","0.00","0.00","M"
"1886-06-10","81.0","56.0","0.00","0.00","M"
"1886-06-11","91.0","64.0","0.00","0.00","M"
"1886-06-12","87.0","71.0","T","0.00","M"
"1886-06-13","83.0","64.0","0.51","0.00","M"
"1886-06-14","89.0","65.0","0.74","0.00","M"
"1886-06-15","76.0","64.0","T","0.00","M"
"1886-06-16","77.0","57.0","0.34","0.00","M"
"1886-06-17","68.0","55.0","0.00","0.00","M"
"1886-06-18","70.0","49.0","0.08","0.00","M"
"1886-06-19","72.0","59.0","0.00","0.00","M"
"1886-06-20","80.0","61.0","0.01","0.00","M"
"1886-06-21","78.0","58.0","0.35","0.00","M"
"1886-06-22","75.0","55.0","0.00","0.00","M"
"1886-06-23","76.0","57.0","T","0.00","M"
"1886-06-24","76.0","57.0","0.00","0.00","M"
"1886-06-25","79.0","56.0","0.00","0.00","M"
"1886-06-26","81.0","61.0","0.16","0.00","M"
"1886-06-27","67.0","58.0","0.23","0.00","M"
"1886-06-28","78.0","52.0","0.00","0.00","M"
"1886-06-29","83.0","54.0","0.00","0.00","M"
"1886-06-30","86.0","57.0","0.00","0.00","M"
"1886-07-01","85.0","61.0","0.00","0.00","M"
"1886-07-02","87.0","63.0","0.00","0.00","M"
"1886-07-03","83.0","66.0","0.24","0.00","M"
"1886-07-04","88.0","66.0","0.16","0.00","M"
"1886-07-05","93.0","71.0","0.00","0.00","M"
"1886-07-06","94.0","74.0","0.00","0.00","M"
"1886-07-07","85.0","66.0","0.00","0.00","M"
"1886-07-08","79.0","62.0","0.23","0.00","M"
"1886-07-09","80.0","62.0","0.43","0.00","M"
"1886-07-10","86.0","63.0","T","0.00","M"
"1886-07-11","89.0","64.0","0.00","0.00","M"
"1886-07-12","84.0","64.0","0.00","0.00","M"
"1886-07-13","78.0","63.0","0.00","0.00","M"
"1886-07-14","79.0","55.0","0.00","0.00","M"
"1886-07-15","80.0","59.0","0.00","0.00","M"
"1886-07-16","86.0","59.0","0.00","0.00","M"
"1886-07-17","75.0","57.0","0.00","0.00","M"
"1886-07-18","81.0","55.0","T","0.00","M"
"1886-07-19","80.0","68.0","0.00","0.00","M"
"1886-07-20","82.0","60.0","T","0.00","M"
"1886-07-21","79.0","61.0","0.00","0.00","M"
"1886-07-22","83.0","56.0","0.00","0.00","M"
"1886-07-23","88.0","62.0","0.00","0.00","M"
"1886-07-24","92.0","67.0","0.38","0.00","M"
"1886-07-25","82.0","69.0","T","0.00","M"
"1886-07-26","86.0","62.0","0.00","0.00","M"
"1886-07-27","88.0","62.0","T","0.00","M"
"1886-07-28","85.0","65.0","0.00","0.00","M"
"1886-07-29","80.0","59.0","0.00","0.00","M"
"1886-07-30","83.0","57.0","0.00","0.00","M"
"1886-07-31","83.0","63.0","0.00","0.00","M"
"1886-08-01","79.0","59.0","0.00","0.00","M"
"1886-08-02","76.0","54.0","0.00","0.00","M"
"1886-08-03","77.0","57.0","0.00","0.00","M"
"1886-08-04","80.0","60.0","0.00","0.00","M"
"1886-08-05","82.0","57.0","T","0.00","M"
"1886-08-06","74.0","60.0","0.00","0.00","M"
"1886-08-07","88.0","51.0","0.00","0.00","M"
"1886-08-08","93.0","68.0","0.00","0.00","M"
"1886-08-09","91.0","66.0","0.07","0.00","M"
"1886-08-10","89.0","66.0","0.07","0.00","M"
"1886-08-11","88.0","63.0","0.05","0.00","M"
"1886-08-12","94.0","64.0","0.00","0.00","M"
"1886-08-13","88.0","66.0","0.00","0.00","M"
"1886-08-14","77.0","57.0","0.00","0.00","M"
"1886-08-15","88.0","61.0","0.10","0.00","M"
"1886-08-16","77.0","62.0","0.09","0.00","M"
"1886-08-17","78.0","58.0","0.00","0.00","M"
"1886-08-18","78.0","53.0","T","0.00","M"
"1886-08-19","81.0","53.0","T","0.00","M"
"1886-08-20","85.0","63.0","0.86","0.00","M"
"1886-08-21","91.0","60.0","0.97","0.00","M"
"1886-08-22","86.0","63.0","0.00","0.00","M"
"1886-08-23","90.0","63.0","0.00","0.00","M"
"1886-08-24","89.0","67.0","T","0.00","M"
"1886-08-25","90.0","66.0","0.00","0.00","M"
"1886-08-26","92.0","66.0","0.00","0.00","M"
"1886-08-27","86.0","66.0","0.00","0.00","M"
"1886-08-28","66.0","57.0","0.06","0.00","M"
"1886-08-29","73.0","56.0","0.00","0.00","M"
"1886-08-30","65.0","48.0","0.00","0.00","M"
"1886-08-31","62.0","42.0","0.00","0.00","M"
"1886-09-01","69.0","41.0","T","0.00","M"
"1886-09-02","68.0","53.0","0.27","0.00","M"
"1886-09-03","79.0","63.0","0.06","0.00","M"
"1886-09-04","85.0","61.0","0.02","0.00","M"
"1886-09-05","84.0","65.0","0.00","0.00","M"
"1886-09-06","88.0","70.0","0.71","0.00","M"
"1886-09-07","70.0","57.0","1.20","0.00","M"
"1886-09-08","73.0","52.0","0.00","0.00","M"
"1886-09-09","67.0","57.0","0.03","0.00","M"
"1886-09-10","63.0","47.0","0.00","0.00","M"
"1886-09-11","65.0","46.0","0.13","0.00","M"
"1886-09-12","55.0","39.0","0.00","0.00","M"
"1886-09-13","64.0","37.0","0.00","0.00","M"
"1886-09-14","74.0","40.0","0.00","0.00","M"
"1886-09-15","77.0","58.0","0.64","0.00","M"
"1886-09-16","64.0","47.0","0.16","0.00","M"
"1886-09-17","57.0","38.0","0.00","0.00","M"
"1886-09-18","49.0","43.0","0.10","0.00","M"
"1886-09-19","58.0","42.0","0.00","0.00","M"
"1886-09-20","69.0","38.0","T","0.00","M"
"1886-09-21","66.0","46.0","0.00","0.00","M"
"1886-09-22","73.0","55.0","T","0.00","M"
"1886-09-23","77.0","56.0","0.00","0.00","M"
"1886-09-24","85.0","65.0","0.31","0.00","M"
"1886-09-25","77.0","54.0","0.05","0.00","M"
"1886-09-26","72.0","44.0","0.01","0.00","M"
"1886-09-27","68.0","46.0","T","0.00","M"
"1886-09-28","52.0","34.0","0.00","0.00","M"
"1886-09-29","72.0","38.0","0.00","0.00","M"
"1886-09-30","60.0","33.0","0.00","0.00","M"
"1886-10-01","50.0","27.0","0.00","0.00","M"
"1886-10-02","67.0","31.0","T","0.00","M"
"1886-10-03","75.0","48.0","0.00","0.00","M"
"1886-10-04","72.0","44.0","0.00","0.00","M"
"1886-10-05","75.0","41.0","0.00","0.00","M"
"1886-10-06","75.0","51.0","0.00","0.00","M"
"1886-10-07","82.0","52.0","0.00","0.00","M"
"1886-10-08","80.0","58.0","0.00","0.00","M"
"1886-10-09","80.0","57.0","T","0.00","M"
"1886-10-10","76.0","57.0","0.00","0.00","M"
"1886-10-11","78.0","59.0","T","0.00","M"
"1886-10-12","59.0","52.0","0.00","0.00","M"
"1886-10-13","80.0","58.0","0.00","0.00","M"
"1886-10-14","60.0","47.0","0.00","0.00","M"
"1886-10-15","48.0","36.0","0.00","0.00","M"
"1886-10-16","46.0","30.0","0.00","0.00","M"
"1886-10-17","52.0","32.0","0.00","0.00","M"
"1886-10-18","52.0","32.0","0.00","0.00","M"
"1886-10-19","76.0","48.0","0.04","0.00","M"
"1886-10-20","71.0","40.0","0.00","0.00","M"
"1886-10-21","71.0","34.0","0.00","0.00","M"
"1886-10-22","68.0","36.0","0.01","0.00","M"
"1886-10-23","59.0","49.0","0.62","0.00","M"
"1886-10-24","57.0","43.0","0.05","0.00","M"
"1886-10-25","46.0","29.0","0.00","0.00","M"
"1886-10-26","50.0","27.0","T","0.00","M"
"1886-10-27","51.0","21.0","T","0.00","M"
"1886-10-28","58.0","22.0","T","0.00","M"
"1886-10-29","69.0","32.0","T","0.00","M"
"1886-10-30","69.0","42.0","0.00","0.00","M"
"1886-10-31","72.0","50.0","0.00","0.00","M"
"1886-11-01","74.0","54.0","0.03","0.00","M"
"1886-11-02","61.0","54.0","0.03","0.00","M"
"1886-11-03","54.0","38.0","0.00","0.00","M"
"1886-11-04","59.0","35.0","0.00","0.00","M"
"1886-11-05","42.0","24.0","0.00","0.00","M"
"1886-11-06","36.0","20.0","T","0.10","M"
"1886-11-07","34.0","15.0","T","T","M"
"1886-11-08","55.0","20.0","0.00","0.00","M"
"1886-11-09","48.0","36.0","T","0.00","M"
"1886-11-10","44.0","28.0","0.01","0.00","M"
"1886-11-11","41.0","18.0","0.00","0.00","M"
"1886-11-12","42.0","18.0","T","0.00","M"
"1886-11-13","48.0","17.0","T","0.00","M"
"1886-11-14","46.0","26.0","0.00","0.00","M"
"1886-11-15","38.0","25.0","0.00","0.00","M"
"1886-11-16","35.0","25.0","0.22","4.00","M"
"1886-11-17","27.0","20.0","0.80","9.00","M"
"1886-11-18","22.0","13.0","0.19","2.30","M"
"1886-11-19","31.0","5.0","0.00","0.00","M"
"1886-11-20","34.0","20.0","0.00","0.00","M"
"1886-11-21","33.0","11.0","0.00","0.00","M"
"1886-11-22","37.0","29.0","0.52","0.10","M"
"1886-11-23","34.0","6.0","0.02","0.30","M"
"1886-11-24","16.0","1.0","0.00","0.00","M"
"1886-11-25","15.0","8.0","T","T","M"
"1886-11-26","19.0","2.0","T","T","M"
"1886-11-27","23.0","10.0","0.02","0.50","M"
"1886-11-28","22.0","7.0","0.20","2.90","M"
"1886-11-29","18.0","-3.0","0.00","0.00","M"
"1886-11-30","23.0","1.0","0.03","0.50","M"
"1886-12-01","2.0","-11.0","0.00","0.00","M"
"1886-12-02","-3.0","-17.0","0.00","0.00","M"
"1886-12-03","-1.0","-17.0","0.00","0.00","M"
"1886-12-04","4.0","-15.0","0.00","0.00","M"
"1886-12-05","20.0","-11.0","0.00","0.00","M"
"1886-12-06","25.0","-3.0","0.00","0.00","M"
"1886-12-07","29.0","8.0","0.00","0.00","M"
"1886-12-08","24.0","7.0","T","T","M"
"1886-12-09","43.0","21.0","0.00","0.00","M"
"1886-12-10","42.0","32.0","0.00","0.00","M"
"1886-12-11","37.0","33.0","0.31","0.00","M"
"1886-12-12","35.0","25.0","0.61","1.00","M"
"1886-12-13","27.0","16.0","0.00","0.00","M"
"1886-12-14","26.0","2.0","0.04","0.60","M"
"1886-12-15","9.0","-7.0","0.00","0.00","M"
"1886-12-16","2.0","-14.0","0.00","0.00","M"
"1886-12-17","17.0","1.0","0.23","2.20","M"
"1886-12-18","16.0","6.0","0.06","0.50","M"
"1886-12-19","13.0","-5.0","0.00","0.00","M"
"1886-12-20","32.0","3.0","0.00","0.00","M"
"1886-12-21","11.0","-4.0","0.00","0.00","M"
"1886-12-22","27.0","-3.0","0.00","0.00","M"
"1886-12-23","29.0","6.0","T","T","M"
"1886-12-24","6.0","-9.0","0.00","0.00","M"
"1886-12-25","10.0","-10.0","0.01","0.20","M"
"1886-12-26","1.0","-23.0","T","T","M"
"1886-12-27","-2.0","-24.0","0.00","0.00","M"
"1886-12-28","7.0","-14.0","0.00","0.00","M"
"1886-12-29","7.0","-4.0","0.14","2.00","M"
"1886-12-30","7.0","-18.0","T","T","M"
"1886-12-31","9.0","-12.0","0.08","1.00","M"
"1887-01-01","-9.0","-26.0","0.00","0.00","M"
"1887-01-02","-3.0","-22.0","0.00","0.00","M"
"1887-01-03","11.0","-26.0","0.03","0.70","M"
"1887-01-04","13.0","2.0","0.04","0.50","M"
"1887-01-05","3.0","-14.0","0.00","0.00","M"
"1887-01-06","-6.0","-27.0","0.00","0.00","M"
"1887-01-07","-11.0","-34.0","T","T","M"
"1887-01-08","-7.0","-28.0","0.00","0.00","M"
"1887-01-09","3.0","-17.0","0.00","0.00","M"
"1887-01-10","0.0","-18.0","0.00","0.00","M"
"1887-01-11","20.0","-4.0","0.00","0.00","M"
"1887-01-12","20.0","10.0","0.01","0.20","M"
"1887-01-13","18.0","9.0","0.37","5.80","M"
"1887-01-14","25.0","13.0","0.10","1.50","M"
"1887-01-15","26.0","10.0","0.02","0.30","M"
"1887-01-16","23.0","11.0","1.05","11.30","M"
"1887-01-17","12.0","-17.0","T","T","M"
"1887-01-18","2.0","-36.0","0.00","0.00","M"
"1887-01-19","15.0","-3.0","0.00","0.00","M"
"1887-01-20","20.0","-8.0","0.00","0.00","M"
"1887-01-21","28.0","-19.0","0.00","0.00","M"
"1887-01-22","28.0","10.0","0.00","0.00","M"
"1887-01-23","19.0","0.0","0.00","0.00","M"
"1887-01-24","23.0","-7.0","0.16","1.80","M"
"1887-01-25","21.0","-2.0","0.01","0.00","M"
"1887-01-26","15.0","-22.0","0.00","0.00","M"
"1887-01-27","32.0","7.0","0.00","0.00","M"
"1887-01-28","29.0","14.0","0.00","0.00","M"
"1887-01-29","22.0","-19.0","T","T","M"
"1887-01-30","-19.0","-30.0","0.00","0.00","M"
"1887-01-31","-9.0","-27.0","T","T","M"
"1887-02-01","6.0","-27.0","0.02","0.50","M"
"1887-02-02","14.0","3.0","0.06","0.90","M"
"1887-02-03","6.0","-21.0","0.00","0.00","M"
"1887-02-04","-4.0","-23.0","0.00","0.00","M"
"1887-02-05","9.0","-9.0","T","T","M"
"1887-02-06","12.0","-9.0","0.00","0.00","M"
"1887-02-07","28.0","7.0","0.00","0.00","M"
"1887-02-08","25.0","-3.0","0.00","0.00","M"
"1887-02-09","25.0","-10.0","0.00","0.00","M"
"1887-02-10","25.0","10.0","0.04","0.60","M"
"1887-02-11","11.0","-10.0","0.03","0.30","M"
"1887-02-12","-3.0","-23.0","0.00","0.00","M"
"1887-02-13","31.0","-18.0","0.00","0.00","M"
"1887-02-14","37.0","18.0","T","T","M"
"1887-02-15","19.0","4.0","T","0.10","M"
"1887-02-16","28.0","-2.0","0.00","0.00","M"
"1887-02-17","31.0","9.0","0.25","3.00","M"
"1887-02-18","26.0","12.0","0.36","2.50","M"
"1887-02-19","26.0","10.0","0.04","0.50","M"
"1887-02-20","21.0","-9.0","0.00","0.00","M"
"1887-02-21","21.0","-3.0","T","T","M"
"1887-02-22","23.0","5.0","0.02","0.30","M"
"1887-02-23","33.0","18.0","T","T","M"
"1887-02-24","20.0","-4.0","0.00","0.00","M"
"1887-02-25","30.0","1.0","0.02","0.40","M"
"1887-02-26","28.0","7.0","0.05","0.60","M"
"1887-02-27","18.0","-2.0","0.00","0.00","M"
"1887-02-28","43.0","6.0","0.00","0.00","M"
"1887-03-01","51.0","13.0","0.00","0.00","M"
"1887-03-02","38.0","22.0","0.00","0.00","M"
"1887-03-03","25.0","9.0","0.00","0.00","M"
"1887-03-04","14.0","-7.0","0.00","0.00","M"
"1887-03-05","25.0","10.0","T","T","M"
"1887-03-06","43.0","23.0","0.00","0.00","M"
"1887-03-07","35.0","22.0","0.00","0.00","M"
"1887-03-08","43.0","24.0","0.07","0.00","M"
"1887-03-09","39.0","28.0","0.00","0.00","M"
"1887-03-10","35.0","28.0","0.00","0.00","M"
"1887-03-11","38.0","29.0","0.00","0.00","M"
"1887-03-12","54.0","25.0","0.00","0.00","M"
"1887-03-13","27.0","10.0","0.00","0.00","M"
"1887-03-14","28.0","13.0","0.00","0.00","M"
"1887-03-15","43.0","25.0","0.00","0.00","M"
"1887-03-16","35.0","19.0","0.00","0.00","M"
"1887-03-17","30.0","13.0","0.00","0.00","M"
"1887-03-18","32.0","14.0","0.00","0.00","M"
"1887-03-19","41.0","22.0","T","0.00","M"
"1887-03-20","39.0","29.0","0.05","0.70","M"
"1887-03-21","40.0","25.0","T","T","M"
"1887-03-22","40.0","25.0","0.00","0.00","M"
"1887-03-23","43.0","29.0","0.02","0.30","M"
"1887-03-24","38.0","17.0","0.19","1.30","M"
"1887-03-25","25.0","12.0","0.00","0.00","M"
"1887-03-26","27.0","7.0","0.00","0.00","M"
"1887-03-27","27.0","16.0","0.00","0.00","M"
"1887-03-28","25.0","10.0","0.00","0.00","M"
"1887-03-29","31.0","12.0","0.00","0.00","M"
"1887-03-30","46.0","24.0","T","T","M"
"1887-03-31","40.0","23.0","0.00","0.00","M"
"1887-04-01","54.0","25.0","0.00","0.00","M"
"1887-04-02","63.0","33.0","0.03","0.00","M"
"1887-04-03","51.0","23.0","0.21","T","M"
"1887-04-04","32.0","14.0","0.03","0.50","M"
"1887-04-05","37.0","18.0","0.00","0.00","M"
"1887-04-06","46.0","31.0","0.00","0.00","M"
"1887-04-07","53.0","29.0","0.00","0.00","M"
"1887-04-08","74.0","34.0","0.00","0.00","M"
"1887-04-09","79.0","50.0","0.00","0.00","M"
"1887-04-10","68.0","48.0","0.00","0.00","M"
"1887-04-11","50.0","37.0","1.58","0.00","M"
"1887-04-12","64.0","42.0","0.01","0.00","M"
"1887-04-13","63.0","40.0","0.22","0.00","M"
"1887-04-14","65.0","41.0","0.15","0.00","M"
"1887-04-15","50.0","35.0","T","0.00","M"
"1887-04-16","52.0","35.0","0.00","0.00","M"
"1887-04-17","54.0","32.0","0.00","0.00","M"
"1887-04-18","57.0","32.0","0.00","0.00","M"
"1887-04-19","61.0","37.0","0.00","0.00","M"
"1887-04-20","62.0","42.0","T","0.00","M"
"1887-04-21","65.0","38.0","T","0.00","M"
"1887-04-22","57.0","29.0","0.42","0.10","M"
"1887-04-23","42.0","27.0","0.03","0.00","M"
"1887-04-24","36.0","28.0","0.10","0.40","M"
"1887-04-25","44.0","26.0","T","T","M"
"1887-04-26","52.0","28.0","0.03","0.00","M"
"1887-04-27","56.0","30.0","0.25","0.00","M"
"1887-04-28","61.0","47.0","0.00","0.00","M"
"1887-04-29","66.0","36.0","0.00","0.00","M"
"1887-04-30","84.0","53.0","0.08","0.00","M"
"1887-05-01","86.0","56.0","0.68","0.00","M"
"1887-05-02","79.0","39.0","0.00","0.00","M"
"1887-05-03","63.0","36.0","0.00","0.00","M"
"1887-05-04","75.0","41.0","0.00","0.00","M"
"1887-05-05","79.0","46.0","0.00","0.00","M"
"1887-05-06","77.0","48.0","0.00","0.00","M"
"1887-05-07","82.0","53.0","0.00","0.00","M"
"1887-05-08","89.0","60.0","0.00","0.00","M"
"1887-05-09","91.0","61.0","0.00","0.00","M"
"1887-05-10","87.0","59.0","0.00","0.00","M"
"1887-05-11","82.0","61.0","0.00","0.00","M"
"1887-05-12","83.0","62.0","0.00","0.00","M"
"1887-05-13","81.0","63.0","T","0.00","M"
"1887-05-14","73.0","60.0","0.10","0.00","M"
"1887-05-15","77.0","51.0","0.00","0.00","M"
"1887-05-16","68.0","53.0","0.00","0.00","M"
"1887-05-17","63.0","42.0","0.00","0.00","M"
"1887-05-18","75.0","43.0","0.00","0.00","M"
"1887-05-19","83.0","50.0","0.00","0.00","M"
"1887-05-20","86.0","57.0","0.00","0.00","M"
"1887-05-21","87.0","65.0","T","0.00","M"
"1887-05-22","70.0","58.0","0.00","0.00","M"
"1887-05-23","73.0","53.0","0.12","0.00","M"
"1887-05-24","61.0","48.0","0.02","0.00","M"
"1887-05-25","71.0","43.0","0.00","0.00","M"
"1887-05-26","75.0","49.0","0.00","0.00","M"
"1887-05-27","78.0","49.0","0.00","0.00","M"
"1887-05-28","79.0","51.0","0.00","0.00","M"
"1887-05-29","72.0","57.0","0.33","0.00","M"
"1887-05-30","58.0","45.0","0.23","0.00","M"
"1887-05-31","64.0","47.0","0.12","0.00","M"
"1887-06-01","74.0","50.0","0.00","0.00","M"
"1887-06-02","79.0","55.0","0.00","0.00","M"
"1887-06-03","78.0","61.0","T","0.00","M"
"1887-06-04","71.0","48.0","0.00","0.00","M"
"1887-06-05","79.0","51.0","0.00","0.00","M"
"1887-06-06","86.0","61.0","0.00","0.00","M"
"1887-06-07","90.0","66.0","T","0.00","M"
"1887-06-08","83.0","65.0","0.12","0.00","M"
"1887-06-09","82.0","63.0","0.00","0.00","M"
"1887-06-10","80.0","64.0","0.00","0.00","M"
"1887-06-11","76.0","64.0","0.29","0.00","M"
"1887-06-12","69.0","64.0","0.51","0.00","M"
"1887-06-13","82.0","65.0","0.54","0.00","M"
"1887-06-14","84.0","68.0","0.49","0.00","M"
"1887-06-15","86.0","66.0","0.00","0.00","M"
"1887-06-16","90.0","69.0","0.00","0.00","M"
"1887-06-17","86.0","67.0","0.00","0.00","M"
"1887-06-18","84.0","66.0","0.62","0.00","M"
"1887-06-19","81.0","62.0","0.00","0.00","M"
"1887-06-20","78.0","62.0","0.29","0.00","M"
"1887-06-21","71.0","54.0","0.00","0.00","M"
"1887-06-22","62.0","50.0","T","0.00","M"
"1887-06-23","70.0","49.0","0.00","0.00","M"
"1887-06-24","76.0","49.0","0.00","0.00","M"
"1887-06-25","78.0","53.0","0.00","0.00","M"
"1887-06-26","81.0","57.0","0.00","0.00","M"
"1887-06-27","85.0","60.0","0.00","0.00","M"
"1887-06-28","87.0","62.0","0.00","0.00","M"
"1887-06-29","87.0","63.0","0.00","0.00","M"
"1887-06-30","86.0","62.0","0.03","0.00","M"
"1887-07-01","82.0","67.0","1.13","0.00","M"
"1887-07-02","83.0","62.0","0.00","0.00","M"
"1887-07-03","81.0","65.0","T","0.00","M"
"1887-07-04","75.0","60.0","0.05","0.00","M"
"1887-07-05","85.0","60.0","0.00","0.00","M"
"1887-07-06","88.0","64.0","0.00","0.00","M"
"1887-07-07","88.0","66.0","0.00","0.00","M"
"1887-07-08","90.0","66.0","0.37","0.00","M"
"1887-07-09","84.0","62.0","0.00","0.00","M"
"1887-07-10","87.0","60.0","0.00","0.00","M"
"1887-07-11","91.0","64.0","0.43","0.00","M"
"1887-07-12","85.0","67.0","0.09","0.00","M"
"1887-07-13","86.0","66.0","0.00","0.00","M"
"1887-07-14","93.0","72.0","0.01","0.00","M"
"1887-07-15","94.0","69.0","0.00","0.00","M"
"1887-07-16","91.0","74.0","0.00","0.00","M"
"1887-07-17","77.0","65.0","0.00","0.00","M"
"1887-07-18","85.0","58.0","0.00","0.00","M"
"1887-07-19","89.0","59.0","0.00","0.00","M"
"1887-07-20","81.0","69.0","0.72","0.00","M"
"1887-07-21","83.0","60.0","0.00","0.00","M"
"1887-07-22","75.0","55.0","0.00","0.00","M"
"1887-07-23","80.0","51.0","0.00","0.00","M"
"1887-07-24","86.0","57.0","0.00","0.00","M"
"1887-07-25","87.0","60.0","0.00","0.00","M"
"1887-07-26","91.0","65.0","0.00","0.00","M"
"1887-07-27","84.0","60.0","0.81","0.00","M"
"1887-07-28","83.0","64.0","0.11","0.00","M"
"1887-07-29","86.0","65.0","0.17","0.00","M"
"1887-07-30","81.0","63.0","0.00","0.00","M"
"1887-07-31","86.0","58.0","0.00","0.00","M"
"1887-08-01","91.0","62.0","0.00","0.00","M"
"1887-08-02","88.0","69.0","0.03","0.00","M"
"1887-08-03","88.0","65.0","0.50","0.00","M"
"1887-08-04","88.0","65.0","T","0.00","M"
"1887-08-05","78.0","60.0","0.00","0.00","M"
"1887-08-06","83.0","55.0","0.00","0.00","M"
"1887-08-07","86.0","59.0","0.00","0.00","M"
"1887-08-08","94.0","68.0","0.00","0.00","M"
"1887-08-09","82.0","61.0","0.22","0.00","M"
"1887-08-10","79.0","64.0","0.61","0.00","M"
"1887-08-11","82.0","60.0","0.00","0.00","M"
"1887-08-12","78.0","58.0","0.00","0.00","M"
"1887-08-13","71.0","56.0","1.08","0.00","M"
"1887-08-14","65.0","55.0","0.02","0.00","M"
"1887-08-15","74.0","48.0","0.08","0.00","M"
"1887-08-16","78.0","58.0","T","0.00","M"
"1887-08-17","82.0","63.0","0.02","0.00","M"
"1887-08-18","74.0","57.0","0.02","0.00","M"
